image_id,particle_id,area_px,area_um2,perimeter_px,circularity,equivalent_diameter_px,equivalent_diameter_um,aspect_ratio,area,perimeter,metric_error_code,metric_error_message,is_edge_particle,validation_status,rejection_reason
img_RDBS_0050,10,9819.0,69.7951811259,373.747258045114,0.8833261625692127,111.81207041171612,9.426875656411786,1.1603773584905661,9819.0,373.747258045114,,,False,valid,
img_RDBS_0050,11,9710.0,69.020389931,367.8477631085023,0.9017639201606092,111.18972964882337,9.374406106692298,0.9478260869565217,9710.0,367.8477631085023,,,False,valid,
img_RDBS_0050,12,9630.0,68.451735843,371.56349186104046,0.8765366505217003,110.73074015737282,9.335708702668102,1.2,9630.0,371.56349186104046,,,False,valid,
img_RDBS_0050,13,9531.0,67.74802640909999,370.47518010647184,0.8726299165104747,110.16009305039115,9.287597445078477,0.8852459016393442,9531.0,370.47518010647184,,,False,valid,
img_RDBS_0050,14,9451.0,67.17937232109999,395.4802307403552,0.7593431323368269,109.69679547412505,9.248536826423482,1.7160493827160495,9451.0,395.4802307403552,,,False,valid,
img_RDBS_0050,15,9442.0,67.11539873619999,369.84776310850236,0.8674168761549987,109.64455199137532,9.244132178392853,1.2959183673469388,9442.0,369.84776310850236,,,False,valid,
img_RDBS_0050,16,9388.0,66.73155722679999,365.6639969244288,0.8823045946664321,109.33056684191163,9.21766009044157,1.1717171717171717,9388.0,365.6639969244288,,,False,valid,
img_RDBS_0050,17,9301.0,66.1131459061,396.6173157302028,0.7430125793434903,108.82279635068082,9.174849960325899,1.1206896551724137,9301.0,396.6173157302028,,,False,valid,
img_RDBS_0050,18,9294.0,66.0633886734,367.94826817189073,0.862658698517935,108.78183823032502,9.171396781198702,1.2424242424242424,9294.0,367.94826817189073,,,False,valid,
img_RDBS_0050,19,9291.0,66.0420641451,370.13203435596427,0.8522342338516073,108.76428002857554,9.169916449209204,0.9913793103448276,9291.0,370.13203435596427,,,False,valid,
img_RDBS_0050,20,9226.0,65.5800326986,356.63455967290594,0.9115415340783052,108.3831538557843,9.137783701581174,0.9814814814814815,9226.0,356.63455967290594,,,False,valid,
img_RDBS_0050,21,9182.0,65.2672729502,361.70562748477136,0.8819350873795135,108.1243982631037,9.115968017562272,1.116504854368932,9182.0,361.70562748477136,,,False,valid,
img_RDBS_0050,22,9145.0,65.0042704345,364.6761902332485,0.8641293490991533,107.90632806561004,9.097582519211581,1.0458715596330275,9145.0,364.6761902332485,,,False,valid,
img_RDBS_0050,23,8945.0,63.582635214499994,358.5756851698602,0.8742356956099935,106.71985629514327,8.99755108424353,1.1553398058252426,8945.0,358.5756851698602,,,False,valid,
img_RDBS_0050,24,8870.0,63.04952200699999,353.22034611053283,0.8933920023696743,106.27151434792341,8.959751374673422,1.2688172043010753,8870.0,353.22034611053283,,,False,valid,
img_RDBS_0050,25,8738.0,62.11124276179999,352.7766952966369,0.8823118848057212,105.47780402480824,8.892833657331582,1.1717171717171717,8738.0,352.7766952966369,,,False,valid,
img_RDBS_0050,26,8718.0,61.969079239799996,352.8772003600252,0.8797910310843795,105.35702326376324,8.882650631367879,1.108910891089109,8718.0,352.8772003600252,,,False,valid,
img_RDBS_0050,27,8709.0,61.9051056549,349.1198410471445,0.8979023169618545,105.30262672459092,8.878064459150261,1.1855670103092784,8709.0,349.1198410471445,,,False,valid,
img_RDBS_0050,28,8675.0,61.663427667499995,352.5340546095176,0.8771567212548661,105.09687459947386,8.860717497481641,1.0188679245283019,8675.0,352.5340546095176,,,False,valid,
img_RDBS_0050,29,8581.0,60.995259114099994,350.91883092036784,0.8756577954839844,104.52592278173118,8.812580549727755,0.8389830508474576,8581.0,350.91883092036784,,,False,valid,
img_RDBS_0050,30,8539.0,60.6967157179,344.7766952966369,0.9026950736528438,104.26980614009769,8.790987355671636,1.0485436893203883,8539.0,344.7766952966369,,,False,valid,
img_RDBS_0050,31,8475.0,60.241792447499996,345.1198410471445,0.8941486299218145,103.87831891992911,8.757981068139223,0.926605504587156,8475.0,345.1198410471445,,,False,valid,
img_RDBS_0050,32,8434.0,59.9503572274,347.0193359837562,0.8801082901384986,103.62674519783182,8.7367708876292,1.13,8434.0,347.0193359837562,,,False,valid,
img_RDBS_0050,33,8244.0,58.599803768399994,347.90663761154804,0.8558988008546708,102.45285162842801,8.637799920792764,1.25,8244.0,347.90663761154804,,,False,valid,
img_RDBS_0050,34,91.0,0.6468440250999999,71.45584412271572,0.2239627277520918,10.764051215546116,0.9075171579826931,0.9791666666666666,91.0,71.45584412271572,,,False,valid,
img_RDBS_0050,35,8211.0,58.365233957099996,337.46298679765215,0.9060530446958882,102.24759117857214,8.620494412265417,1.05,8211.0,337.46298679765215,,,False,valid,
img_RDBS_0050,36,8169.0,58.06669056089999,352.7766952966369,0.8248576089468914,101.98575312729491,8.598418846162234,0.7622950819672131,8169.0,352.7766952966369,,,False,valid,
img_RDBS_0050,37,8132.0,57.8036880452,345.36248173426384,0.8567555394494732,101.75452804561743,8.578924259526005,1.1979166666666667,8132.0,345.36248173426384,,,False,valid,
img_RDBS_0050,38,8113.0,57.6686326993,343.3208511739212,0.8649499518848789,101.63558641753573,8.568896290862437,1.2777777777777777,8113.0,343.3208511739212,,,False,valid,
img_RDBS_0050,39,8003.0,56.8867333283,346.43354954612926,0.8379590460658086,100.94422260097656,8.510607407488333,1.1515151515151516,8003.0,346.43354954612926,,,False,valid,
